pdes,tp,q,e,w,om,i,M1,K1,orbit_id
166P,2452415.340947804588,8.564302274369588,.3831009241033613,321.8789017302635,64.48883847202967,15.36840138378012,7.0,8.75,JPL 51
168P,2456202.433255002777,1.415281164030147,.609474558944699,13.91898353415795,356.4777072417031,21.92937096031564,7.0,43.75,JPL 58
169P,2455165.804550260795,.6077309055683988,.7667924658774654,217.9597779024166,176.1922768397999,11.29962167763616,16.8,4.5,JPL 144
170P,2460056.172069419569,2.924647091798375,.3032966401346143,225.6545268960199,142.9198847932348,10.12471713278017,6.8,19.75,JPL K232/6
171P,2458497.258102152914,1.771332348465658,.5020210572590079,347.1878637277071,101.7081664638199,21.93636624712738,12.2,20.,JPL K193/2
172P,2454779.048888615987,2.240457267127186,.371256487191767,185.500506825905,36.76058483403691,12.69131279089322,14.8,4.5,JPL 83
173P,2454602.146811271327,4.203776640327578,.2613563901885501,29.39332259246867,100.4965039957018,16.50550844423612,12.1,4.5,JPL 113
175P,2456438.700949541505,2.015938937607542,.4221748462030159,51.13961201642894,126.4354790912761,6.093929260970516,9.7,21.5,JPL 62
177P,2453976.183241819866,1.107271122596795,.9544420406209867,60.45355083971904,272.0677211344989,31.21645855446403,15.7,13.,JPL 29
178P,2456496.515769102927,1.933842804541083,.4729919523404931,296.9463255581147,103.5748531955486,10.97529382676345,13.6,10.,JPL 50
179P,2454439.396614294432,4.110119062027006,.3074822229033361,296.2551209964501,115.6428166359409,19.85292336980537,6.9,14.75,JPL 55
180P,2457369.145632496850,2.489296543193947,.3548712360069374,94.86205137797195,84.5718229596588,16.87071546371497,7.1,22.75,JPL K233/26
181P,2456818.825833040463,1.123593041258743,.7073228278805144,333.7988485602352,37.6794577153227,16.98117916666919,16.3,17.,JPL 16
182P,2454137.332973430860,.9780223894453234,.6663423537151608,51.43385800364934,75.10005302488305,16.90929376463073,20.8,4.5,JPL 63
183P,2454589.900809915354,3.887789379930501,.1349845507553816,160.8923924104915,5.841974859460166,18.73912867308463,13.1,4.5,JPL 59
184P,2456501.965522224876,1.394023424475308,.604251108072664,78.06092118768561,277.7449665216805,1.551449297513431,18.4,5.5,JPL 44
185P,2456152.665319936505,.933573286457787,.6988684216609622,181.9396778475794,214.1007479095066,13.99891414554754,13.5,9.75,JPL K233/8
186P,2454615.484424182911,4.321945229870869,.1268433096942222,287.3391552607534,327.5800448433851,28.54400560514559,6.5,12.25,JPL 65
187P,2454762.083761668765,3.715327823749933,.1731823615852687,134.7358165923954,111.7360928195993,13.65508613815119,7.3,16.75,JPL 41
188P,2457801.542655647526,2.565145273507746,.4148529965643242,26.77144568457509,358.9814683379556,10.51136387422888,14.3,4.5,JPL K172/9
189P,2454307.438426355719,1.173924836304942,.5976428477056455,15.30741796043059,282.2000607653227,20.40062928962228,19.1,4.5,JPL 66
190P,2454289.709086793685,2.031923755618229,.520745591883073,49.73911755327738,336.1151285423772,2.189852345931994,13.7,10.75,JPL 42
191P,2454357.084196077986,2.046493192537687,.420708414849248,274.2106191480325,106.5053342561562,8.759076061651301,13.9,8.,JPL 71
192P,2454451.740996255542,1.460559253300469,.7740800338485342,312.7842038623888,51.66440242999915,24.56930100022372,12.1,14.5,JPL 20
193P,2456986.185369280029,2.166173896532337,.3942414402959564,8.444759298660969,335.1942196665606,10.68701689000378,8.1,25.5,JPL 57
194P,2457449.936223146067,1.69761206294558,.5756587462649273,130.7046990755654,351.9935807673362,11.13765641783871,17.7,4.5,JPL 74
195P,2454852.254783599549,4.438358910473891,.3147791472298539,249.5916081644647,243.2322675495553,36.36120083960639,4.5,16.,JPL 53
196P,2457188.320895066688,2.134994196133166,.4344318508810173,11.95055673967663,24.25625521257487,19.37751696428232,15.3,10.,JPL 42
197P,2454605.498920176659,1.061186439297253,.629922217478288,188.7502286652151,66.39570290701492,25.55595010958105,18.2,6.75,JPL 48
198P,2453493.535922457563,1.979103746835186,.447693987249963,69.06401611221352,358.7441848672781,1.349847655061643,15.8,4.5,JPL 33
199P,2454930.251300844407,2.931291750113663,.5080169876367131,191.8697730481148,92.71363066129462,24.7373008627792,6.9,16.75,JPL 76
200P,2454703.506668678566,3.27219904951223,.3332367781604177,133.6932881540485,234.8192177043027,12.12105973710584,7.0,17.25,JPL 46
201P,2457036.834517899144,1.339983667105315,.6128609829851979,24.95396025367818,35.28566777420284,7.036519436200648,13.0,15.25,JPL 41
202P,2454869.887956033270,2.526607711813548,.3303357436616476,255.6314229485443,194.587461864951,2.185399434133326,16.2,4.5,JPL 81
203P,2455236.536620643094,3.183006731612648,.3160441903521505,154.7246139679357,290.520056053495,2.973805989831838,13.0,6.,JPL 131
204P,2457368.027271522476,1.929951858620848,.4721769428385905,355.0457324329814,109.073119765395,6.58887020988747,15.2,7.75,JPL K223/28
205P,2457156.501349127488,1.536180073487991,.5669310590242265,154.2565613259032,179.6246259836913,15.28723708881279,14.0,9.75,JPL K223/5
205P-A,2454719.542895327066,1.526450001972009,.568714327637854,154.219453037641,179.6299185991975,15.30462698794076,12.0,17.,JPL 7
205P-B,2454719.263893101803,1.530213038690974,.5753279137768729,154.0793970125158,179.5073325093614,15.40528193605396,18.5,10.,JPL 3
206P,2454763.546631634424,1.136482170391982,.6485340716298722,181.3610529059079,204.3764784165238,33.20383224666092,20.3,10.,JPL 13
207P,2454776.761889254271,.9441652499944687,.7570835199657737,271.1748783196891,200.6752118906086,10.15010745405583,16.5,10.75,JPL 73
208P,2454600.119582041331,2.52917279464629,.3742089923153665,310.6905600748934,36.3959948265835,4.414014189809259,16.0,4.5,JPL 27
209P,2456772.945971596655,.9135111530819934,.6889484320413393,152.4660269970309,63.20291287264468,20.97698387709773,18.1,4.5,JPL 141
210P,2454820.481026196032,.5344452596554076,.831697418977411,345.7660007850266,93.87237015158735,10.21718056200596,14.9,10.,JPL 53
211P,2457414.604416704465,2.352017713156094,.3392232807175392,4.332803409600916,117.2723214958601,18.8882784552523,7.8,24.25,JPL 66
212P,2454803.765713168349,1.654455839157313,.5788843630113104,15.04690736549059,98.92840178716503,22.39744798631526,18.0,4.5,JPL 17
213P,2458020.869017699127,1.983345892735532,.4074592224584195,5.55477079285554,311.3167299414749,10.37781727272879,11.4,13.75,JPL K171/5
213P-B,2455728.929749505833,2.122728532462212,.3797273022751771,3.341503759615148,312.6706695170379,10.24005100770656,7.3,37.,JPL 11
214P,2452334.546366145529,1.839837235517338,.4895516925973101,190.1589670513864,348.3074277177954,15.22603925329975,12.1,22.75,JPL 18
215P,2458750.113757651989,3.455368195479745,.2011750638683538,253.4318656481018,63.47206938624971,10.055304743677,12.1,6.5,JPL 86
216P,2451953.461506825827,2.153943609389469,.445349107334237,151.646932679744,359.9111017041794,9.043239055054107,4.9,38.,JPL 34
217P,2455083.486591787024,1.224247377731454,.6896155451403656,246.7652181064364,125.620807339833,12.88028468120992,14.0,6.5,JPL 133
218P,2455005.093253103373,1.700867686990784,.4910903445834557,10.78458153982267,226.6109304399852,18.17407222489118,15.5,13.25,JPL 45
219P,2455259.695763922477,2.364936845689871,.3520360949268726,107.5582554203866,231.0292410111844,11.52903458026223,8.7,18.,JPL 94
220P,2455180.757443503655,1.549665441869026,.5022047918712533,180.7544334149151,150.1221670230096,8.131745402985386,15.7,10.5,JPL 53
221P,2454855.856090479083,1.779766050894902,.4875755469259206,39.51118146647588,229.9893142511343,11.4310213354906,14.0,13.25,JPL 72
222P,2455075.670000326911,.7805866264824591,.7268241441104772,345.4267483330132,7.132797132343198,5.146523755949469,19.3,11.,JPL 37
223P,2455423.019682145663,2.420478040050093,.4164328313225881,37.86179981478372,346.8243007586665,27.05438121745603,15.5,4.5,JPL 72
224P,2452902.089937104141,1.88730662508211,.43756077337049,10.02289898024318,43.32146784645633,14.81458871261439,13.1,21.,JPL 15
225P,2457617.445229826267,1.324513875201484,.6375279368572121,3.920310354779853,14.18216298647591,21.33498804333902,19.0,7.75,JPL 47
226P,2457636.647653700512,1.776325389168656,.5289080781882395,341.1268651511739,54.00784611206681,44.00235030336787,11.7,15.75,JPL K233/4
227P,2455443.328017612513,1.795464562601004,.4996238828398967,90.1306833860792,49.88919011587622,6.524194071899128,17.2,4.75,JPL 26
228P,2455797.438316162912,3.430447878183093,.1769286271525736,114.8088843083923,31.06634728918719,7.915352651978879,9.4,14.5,JPL 73
229P,2455047.633917064941,2.447925802674128,.3771360756770613,224.2648072492605,157.9639216948796,26.08160313132159,14.1,8.,JPL 32
230P,2457344.565109335788,1.485283832956038,.5631205141801671,308.9129432635065,112.3968517346024,14.65311013249315,15.6,5.,JPL 81
231P,2455697.934673575889,3.032307446705508,.2468262273736309,42.42664381184213,133.0808462050632,12.32576067910646,7.1,20.25,JPL 55
232P,2455105.952298405491,2.982860625724505,.3349223607888394,53.41737225804615,56.12913606121955,14.63507613337558,7.2,19.75,JPL 29
233P,2457198.814453030678,1.787924898485087,.4106214992185762,27.15139553627318,74.98285999677402,11.27919214924058,18.7,4.5,JPL 15
234P,2455189.409533771595,2.860714684823096,.2511772598361904,358.4248455765449,179.7333139951132,11.51356494169155,7.4,22.5,JPL 26
235P,2455277.217986069910,2.747602088735582,.3134046660800669,333.7350597385954,204.4866661242519,8.892611801161452,7.3,22.75,JPL 20
236P,2455448.221152720018,1.831822549307646,.508643116512037,119.33641519,245.6613088445408,16.33404410977738,14.9,11.25,JPL 49
237P,2460078.975387637031,1.986314740479068,.4344836394255111,25.22090673403651,245.3913466620161,14.01568208544562,6.8,23.75,JPL K233/30
238P,2459735.931851821241,2.369348761023342,.2516735866235366,324.2068695211759,51.62539799887467,1.264089419791343,8.3,29.75,JPL 37
239P,2458493.470634951357,1.647599354357973,.6314365435372322,220.383717671868,255.9445177244924,11.30561994608353,15.3,13.25,JPL 18
240P,2455474.261429275086,2.128403005876063,.4497915331222734,352.1523893207767,74.95185767202207,23.52457998891132,11.8,6.75,JPL 73
241P,2455394.857482777056,1.932370686116018,.6099174897439364,110.5256754371282,305.8066351859011,20.86831177850125,14.3,7.25,JPL 66
242P,2456016.522699769835,3.977782180649113,.2887351747185202,247.0685533042161,180.9853007988866,32.70336198444538,6.8,14.5,JPL 95
243P,2455623.982946000093,2.456092345704621,.3597422806557585,283.9436494818824,87.72477868535479,7.634660002311523,10.4,15.5,JPL 48
244P,2455947.196373327571,3.918858973352838,.1989737314771975,92.68559760717835,354.1321003061217,2.259437877295859,7.0,14.5,JPL 170
245P,2455232.037369620366,2.139431912016451,.4661482477625526,316.399918621966,318.5272055307978,21.08783946026243,17.4,4.5,JPL 17
246P,2456321.186143196977,2.879759201498469,.2850623413636756,176.1835424778116,78.78056012428557,15.97175827547064,6.2,14.25,JPL 249
247P,2455565.664516068103,1.484389375479767,.6256191874054086,47.33931056764322,54.12249986068358,13.68232578858054,17.9,4.5,JPL 23
248P,2455601.209939937258,2.146740394540508,.6411611960229625,209.9127677861201,207.78826359,6.367789666538791,16.0,4.5,JPL 19
249P,2457353.287380195936,.5023450081128992,.8186684336991458,64.81035770819307,239.8520444866566,8.399343858236897,18.4,4.5,JPL 50
250P,2455515.358856154215,2.212560402856241,.4073539763269685,44.92480289655753,73.74355418059341,13.29555794127378,15.6,7.5,JPL 30
251P,2453175.324859363156,1.71153475590762,.5097837984601545,30.87910690654265,219.5544176119033,23.50977787668653,9.5,34.5,JPL 33
252P,2457462.763545375661,.9960459017518297,.6730850153945767,343.3104746438897,190.9484957698451,10.42219597127401,16.4,16.5,JPL K212/2
253P,2455889.638668691870,2.039439758958228,.412586722616473,231.0057832474412,146.9382014995482,4.939277700698558,13.5,12.75,JPL 19
254P,2459121.987028057737,3.137015208503633,.3205959537934023,219.449190291933,129.1718084254517,32.56920086698898,12.8,4.5,JPL 58
255P,2454015.884694565789,.9920175569860369,.6720097835717624,179.5929552438922,279.7800482749129,18.33304278569389,11.5,38.,JPL 40
256P,2456369.010132801653,2.689216914484929,.4193318280592476,124.1201142206344,81.43797912569475,27.63204310358778,12.0,13.25,JPL 65
257P,2456447.913137729413,2.130595618667106,.4323743719041483,117.8839913161226,207.8501443047092,20.24031529474932,15.1,5.,JPL 111
258P,2459018.564794102924,3.478121326068966,.2103672034955429,26.01432937120023,126.2948624306084,6.745232993721621,16.3,4.5,JPL 12
259P,2456317.746115587973,1.79593884275509,.34152970302507,256.5909059738796,51.9696957134415,15.89853730255651,13.7,22.,JPL 14
260P,2456183.005753755012,1.491464209268251,.594263830016187,15.57816165602592,351.8631927316671,15.76861437047803,12.7,13.,JPL 96
261P,2456200.601305669491,2.184150991472072,.3918769065465186,58.97020034635978,298.4257315746451,6.336546274678119,7.4,27.25,JPL 49
262P,2456265.959588081078,1.280259612205003,.8154009345750882,171.1697623683127,218.0143063768048,29.07941848690008,14.7,6.5,JPL 40
263P,2458026.383419266977,1.261821661834486,.5877321679528223,34.58573839280213,105.8091320221225,11.53693300128628,18.6,4.5,JPL 49
264P,2453077.763839074114,2.438280096712716,.3737354519164309,346.6190617948315,220.9675476087703,25.14826773180474,16.7,4.5,JPL 18
265P,2452888.308776485637,1.505449526778566,.6460251240129962,32.72049921777515,344.7112315671089,14.69118890363069,14.9,14.75,JPL 30
266P,2458959.342693290545,2.332337526198423,.3396456148119091,98.00968589465538,5.00362962736593,3.427132554623115,11.0,16.25,JPL K202/11
267P,2453981.433871614699,1.337651139679126,.5933898423207782,96.85509102840562,245.2488967268012,5.368342312172119,20.5,4.5,JPL 24
268P,2453596.534271868613,2.350126286084155,.4802046785418135,358.2047594783238,129.2208272515375,15.66321983685393,16.5,5.5,JPL 21
269P,2456987.420093927946,4.077250360867748,.4346921741529025,223.9159182364264,248.9910319451305,6.611643299757597,6.7,12.25,JPL 81
270P,2456492.020413166625,3.594520958961934,.4676042670610696,211.4760717453448,225.681439581322,2.859569504455628,13.7,4.5,JPL 64
271P,2456479.044986166953,4.249690084455191,.3906713240101973,35.08845716367335,9.590375352854114,6.856106929884731,7.2,15.75,JPL 27
272P,2456353.222881071637,2.416275642260965,.4565287981339725,26.20230672132019,111.515252770564,18.18817776921489,10.7,18.5,JPL 31
273P,2456281.170881306387,.8101589836385896,.9753243653418344,20.19191161075621,320.4311716157664,136.3960312125772,11.3,8.75,JPL 11
274P,2456347.080940997276,2.445035869378319,.4397251479505895,38.58639247675197,81.3686553126237,15.83312721176628,11.1,14.25,JPL 53
275P,2451229.481750887980,1.649060011542994,.7139386994160563,173.1390814998016,349.2700663455419,21.57095805601181,15.5,14.75,JPL 22
276P,2456284.788032470142,3.861874150798215,.2755933241858893,204.3564731220064,211.970836103585,14.66351388590979,13.8,4.5,JPL 36
277P,2456448.325116058435,1.914196906189446,.5037934649921938,152.1762708303387,276.3521452616634,16.74833240557595,11.8,19.5,JPL 30
278P,2456506.935804503055,2.096064066760237,.4334379768440068,237.9227503331136,15.49257302170132,6.683670581267809,12.6,13.75,JPL 49
279P,2455114.933315603131,2.149148495437546,.3985606496980809,5.977483862013165,346.2670347091115,5.054570142753645,17.4,4.5,JPL 24
280P,2456637.426931385170,2.627023063074252,.417848838440164,104.8550067599218,131.4922607051141,11.77984029831282,15.1,4.5,JPL 37
281P,2456059.951430101628,4.014305766943041,.1734086059029401,26.42456424019419,87.16962880323419,4.723193372181007,14.8,4.5,JPL 12
283P,2456389.490244216600,2.126444930380547,.4856791247605247,21.99538018762311,161.2481713452381,14.46436487562492,16.7,4.5,JPL 9
284P,2459471.754181485735,2.292803305690136,.3756831788275622,202.7749966056638,144.2930997819051,11.85990355846019,9.1,17.75,JPL K212/1
285P,2459957.359312998347,1.723032386143083,.6178742060957603,178.4014458529177,185.4832607036276,25.02329038150431,13.6,4.5,JPL 50
286P,2456663.605073000796,2.370212948551377,.4240799846348552,24.69262169045816,283.9460270118367,17.03755898756335,16.0,4.5,JPL 49
287P,2457020.038601726247,3.053916023472153,.2692755862839859,189.1076859954536,139.0587789134679,16.29959993999744,7.3,19.25,JPL 58
289P,2458838.492415733848,.9588909080014347,.6851277579637538,9.848338845201619,68.92444589506259,5.89739245756904,22.1,4.5,JPL K192/10
290P,2456731.448345323943,2.154497278585269,.6470062083850863,180.9212621801651,303.4854561788966,19.06957639358474,9.7,9.,JPL 89
291P,2456641.733066715460,2.592766068946378,.4304317697010603,175.9784491671574,241.0415499480911,5.956623392511216,8.1,19.25,JPL 81
292P,2456694.870821369954,2.535006809260453,.5867871187189654,318.8479317078493,91.86043452049267,24.31616234253367,9.5,13.5,JPL 57
293P,2456667.788294529625,2.111752373571386,.4197411136850421,41.15284800494499,78.43779030554494,9.064844273006912,15.8,7.5,JPL 33
294P,2454634.113770857272,1.282207362825964,.5986059568547243,234.1686465287366,314.338299859456,18.54176444539968,17.9,4.5,JPL 32
295P,2452284.042544763210,2.059388356981724,.6147240032853727,73.36403765923841,7.685197461250753,21.09564276927799,13.4,13.,JPL 9
296P,2456717.780332403870,1.83068238759737,.4773490387721845,350.0276805775888,263.6764881048696,25.20397999982848,12.8,15.25,JPL 46
297P,2454546.528727689736,2.408841475140024,.3086061015924718,131.8200424556797,98.28508007705238,10.26338969566903,6.7,20.5,JPL 35
298P,2454164.789413559499,2.050749261384333,.4124512312570384,95.62396841446541,57.11785513368926,8.021636682908646,16.1,8.25,JPL 17
