pdes,tp,q,e,w,om,i,M1,K1,orbit_id
374P,2454444.250363008077,2.670591884665248,.4625052221538856,51.42024371949419,8.161322072131073,10.79085192025232,7.4,23.75,JPL 22
375P,2458473.277436932811,1.89251923753035,.6600393954020469,119.4342902433378,359.9740294683485,17.36983896201343,16.7,6.,JPL 14
376P,2453596.520480732663,2.842034029253373,.5147295862990398,285.4418628544981,315.1659677020563,1.188870473189998,9.5,14.75,JPL 32
377P,2459040.579600900268,5.036392362323467,.2514763832055791,354.4693507748507,226.0301936931167,9.016996937776099,12.3,6.,JPL 20
378P,2459145.121520751279,3.379379148330234,.4669677879724091,194.3157924364893,94.51920983122908,19.10951466608594,12.3,4.5,JPL 66
379P,2456275.011104059665,2.34181801522741,.3364887570941738,31.06869571974887,184.0618493077165,12.37945389611489,10.8,20.,JPL 15
380P,2458641.454874629933,3.04970885778934,.3264424975437059,90.06049931690596,133.1141286199847,8.234017625448011,7.6,20.,JPL 15
381P,2458756.237078720141,2.283195467786864,.6794504542615868,172.5442166411624,174.1084520861971,28.46230995052726,13.6,14.5,JPL 20
382P,2454331.232034849762,4.380349636009534,.2762079129923584,175.5232434326658,181.6653862604481,7.86741650924758,7.0,14.25,JPL 54
383P,2453977.739556250512,1.358952375726659,.6114264975710858,128.0610411283751,213.6372004585998,11.86778384906099,18.6,7.5,JPL 20
384P,2458767.740864070349,1.118363565066497,.6153745348489175,37.28417018487131,354.457882915803,7.286124236314414,20.0,4.5,JPL 25
385P,2455509.924803751089,2.555233148905366,.4022688344123367,44.32879177775369,357.1573447659554,16.85565066377397,7.4,25.,JPL 28
386P,2456099.673026875437,2.359299432738824,.4177656004943728,353.3509394959233,134.9791163246206,15.24430739254676,13.5,12.75,JPL 18
387P,2458731.866493074358,1.267166267803022,.7359514686105834,162.7768627464939,259.3559979133116,8.899824379396648,14.2,20.,JPL 22
388P,2458686.870364800646,1.996757376424133,.6188929135849254,42.47154064751541,37.1550974492975,23.88047648396573,10.9,18.25,JPL 19
389P,2458851.349407906556,1.659623279516638,.7046692924261683,249.4903017510053,218.811241734605,160.0719180720845,14.3,19.5,JPL 17
390P,2458932.480611786181,1.709013900395427,.7058317037876256,231.7377530082338,152.7185746758068,18.52210384353934,12.2,10.25,JPL 30
391P,2454516.474746092655,4.119480773613295,.1198231170077837,186.8848491704026,124.76216051,21.27462597328817,9.9,10.,JPL 30
392P,2453380.925883252671,1.954181356929891,.6825308876884056,71.99831359914873,25.10700528041635,4.936927870446732,16.4,6.25,JPL 29
393P,2454977.854969879369,4.202100815022827,.1196916028166549,328.5781186034325,36.41113597114986,16.80709420544185,7.6,16.75,JPL 21
394P,2458817.432488722304,2.736487468010466,.3692683747221871,54.47988476361219,98.15085618497059,8.527306508609817,16.9,4.5,JPL 4
395P,2459578.996315197980,4.06489273961022,.3821384281384576,89.96603688355293,223.5492593793323,3.276954824182846,9.9,10.0,JPL 84
396P,2458724.635579403656,3.983115758864576,.4178039450299349,8.678978423812435,136.6633980037463,5.434039907625668,15.7,4.5,JPL 14
397P,2459020.578147492611,2.317879871261889,.3998933328526698,12.39132270696575,9.010964952814003,11.0322020882915,15.5,4.5,JPL 14
398P,2459210.244425240232,1.305693408461483,.5825681722228075,320.2347116481228,127.4629671897791,11.01527053681131,15.3,10.5,JPL K202/1
399P,2459361.157345907027,2.127406055747856,.4418679152892986,213.3233271033624,207.5648176759704,13.34607071601744,15.9,4.5,JPL 51
400P,2459255.441405768477,2.104116038660454,.4090133918688614,238.7107372768876,176.4054977248881,10.92636462316654,13.7,12.5,JPL 13
401P,2453863.202334293708,2.37958711622771,.5820016778734661,310.2431274208103,.09584445251549789,12.86503696791764,10.8,14.75,JPL 36
402P,2459558.217528968479,3.916327692164622,.4388287655773685,326.9805140364279,123.1330003377349,30.89365782155758,6.3,13.5,JPL 116
403P,2459107.861269085481,2.684425664693023,.5036577646966457,277.851227128973,163.8513401056338,12.3233204714248,7.1,23.5,JPL 20
404P,2460115.030154113198,4.651090109216168,.09504566649329817,139.0222392209258,264.3501100067005,9.815041592432943,13.4,5.5,JPL 65
405P,2459208.091900656811,1.121216987176543,.6891469970464021,112.2928210086565,3.311168170951252,9.365069228129025,18.8,4.5,JPL 56
406P,2454339.323144831171,1.465341361436844,.5740435193969321,353.0703673613406,8.807181648580237,1.433949808422999,16.7,17.75,JPL 21
407P,2458880.323720389382,2.124832132742888,.3849651356297907,92.33961446879438,80.83592575319918,4.896247935011699,7.2,29.25,JPL 19
408P,2459850.877784357664,3.498809772985435,.2697372609615586,224.2318423654676,190.0711443365378,19.22086441975129,6.8,15.25,JPL 97
409P,2459240.208083523641,1.751019978732988,.7107211250580067,15.04481403055242,143.7817485227247,17.14458713694124,14.2,8.75,JPL 41
410P,2459389.084789482509,3.247010388354751,.5103854458356228,313.0997470143788,139.9803291251294,9.393813097803811,15.2,4.5,JPL 21
411P,2454123.391880584872,2.427633770641995,.5819651795568538,46.66631046258232,77.81817962078357,12.39395486076224,14.7,10.,JPL 19
412P,2457187.501141757818,1.612615476552486,.4809020234534285,155.9628736319457,.8566169438432921,8.937369174251629,15.2,20.,JPL 14
413P,2459414.770128002194,2.139832480856673,.4238411300792282,185.8984734397897,39.06317404407142,15.98411862009985,13.9,9.25,JPL 40
414P,2459239.886224234647,.5263641976783546,.8116914310170916,210.7364768797551,257.7886052560743,23.38406036151275,16.0,22.,JPL 10
415P,2459261.663384558776,3.311953044451612,.1951637711790928,346.4501783825214,160.3255722714232,31.78934003412041,7.4,19.,JPL 26
416P,2456331.036166282211,2.180024726543318,.4557207646603724,134.6689528403834,355.8025950332922,3.365406679577974,16.1,10.,JPL 21
417P,2459326.410039201396,1.492286160530143,.5545937521724229,129.3974229632327,111.3571884182025,8.12911527336993,17.5,6.75,JPL 21
418P,2455305.588372179079,1.715750898773854,.6637173442150731,306.8874999605916,277.8629046106664,5.780389972268752,13.9,10.,JPL 51
419P,2457096.988661832489,2.542153935865307,.2785047911355785,187.2574957054575,40.42490590949994,2.804439719307933,7.2,23.25,JPL 35
420P,2455015.292314656967,2.791046615206477,.4945635556398195,157.78813889,174.0915606340793,14.44468701474081,14.3,7.,JPL 26
421P,2455083.517177402075,1.649202492617911,.6753839951264226,259.9007112584502,55.68359453080778,10.09447770435546,13.7,13.25,JPL 19
422P,2453883.642634680898,3.092403316410185,.506118285390059,305.9939214894796,36.0858324628694,39.58951051236691,7.1,18.,JPL 32
423P,2459481.513982648759,5.418518778637122,.1200548001688772,80.71280960661386,33.34749137871738,8.348897959335369,13.8,4.5,JPL 17
424P,2456156.083853411379,1.351983424058798,.6927791168172328,312.4459057468348,51.61998957700258,8.637782687182307,17.8,4.5,JPL 27
425P,2459478.515399834830,2.901290215873346,.5424065721388538,200.2185930723929,210.3406780117091,16.42807487120746,7.2,20.25,JPL 33
426P,2458126.353598097913,2.675438496127442,.1607193833667048,119.4913245258692,280.522813947608,17.77382060118086,17.3,4.5,JPL 10
427P,2457962.523880270289,2.178224137233432,.3130449821713865,99.94433659440091,252.391000533185,11.84937247697186,10.7,19.25,JPL 14
428P,2456976.071968235754,1.675591481732927,.5189567440101669,36.93747956801395,299.3224093068748,8.514131706177983,11.7,22.75,JPL 24
429P,2454773.336388132575,1.722965738974495,.5066667409459554,72.0639764657075,325.1491026656515,7.748614730713972,12.1,25.,JPL 42
430P,2457554.092831409193,1.554417526197436,.4996693993150876,94.57182891447428,54.6918870759665,4.474475753610604,16.9,5.5,JPL 33
431P,2457274.834591158412,1.762762008967946,.4879250188949625,199.4404947093572,203.270118392074,22.6717430030366,12.0,19.5,JPL 33
432P,2459457.534227088497,2.300215982238348,.2425418686174104,105.3797695300127,239.2143631792976,10.07004746203012,18.4,4.5,JPL 7
434P,2459511.392098974465,3.023218665354014,.2714685285027084,126.9023712862379,289.0040622697405,6.317665641458376,9.2,18.,JPL 29
435P,2457509.159642178347,2.056387045220745,.3185969514520742,244.3678532148485,98.56152312948311,18.88913613547669,18.8,4.75,JPL 4
436P,2454371.261822163916,1.923695394472997,.6718366392279791,283.069779680528,87.39792016878512,20.20621903203267,11.3,23.,JPL 19
437P,2456255.695278947776,3.409729908437207,.2522585257055954,206.6250642662352,245.8980080698107,3.690020395240512,7.7,20.,JPL 8
438P,2453471.960741791664,2.210528740929976,.4220096693589978,58.37036306318198,260.6168621231009,8.339024017446414,17.8,4.5,JPL 13
439P,2454855.464646683813,1.646305941918471,.5098379404940234,337.6472794130929,59.10041008775877,6.957515118226087,12.4,23.25,JPL 14
440P,2459664.964822066806,2.046754936610259,.7610764571274878,183.2910859434764,329.0319673862089,12.37982648916137,7.4,32.25,JPL 34
441P,2457851.971200192305,3.327203612786466,.1951221462740425,178.4199512136416,143.6442078129748,2.573081797718464,16.1,4.5,JPL 17
442P,2459812.367080336539,2.328411435017337,.5315740238452433,310.9736131478333,32.03412391088596,6.053175954829626,10.6,19.,JPL 42
443P,2459862.137048018935,2.956509964584527,.2845467604326229,145.0055753206066,108.961042537022,19.88668177263756,6.7,22.75,JPL 21
444P,2459770.846107804102,1.473091175543837,.5703954349596287,170.877382111748,89.41476494974168,22.12570591363002,16.7,9.,JPL 26
445P,2459810.750751670236,2.384194876416291,.4124443152957599,213.7308338574947,126.5505617022431,1.088185024809366,14.5,9.5,JPL 38
446P,2456154.421020896724,1.617289517694768,.6469227927512213,344.6608054859598,336.4360862891542,16.56886858426953,17.5,7.,JPL 37
447P,2459792.982443925268,4.665882903040652,.1807231664246145,95.08599863991759,302.8344462482273,7.414149116655731,7.6,16.5,JPL 7
448P,2459830.463940786457,2.109194109612711,.4189613553441672,219.0243511101344,161.7801912269228,12.15276262738436,18.0,4.5,JPL 23
449P,2459177.107343056391,1.874781901603815,.4789898364035546,176.6516435389448,242.5709710124817,15.45923485213938,8.6,37.75,JPL 14
450P,2453261.056549156188,5.447623845165791,.3128581877908795,21.55776945887206,124.9449744494116,10.57260444691801,6.6,11.5,JPL 51
451P,2454117.663168963952,2.795689333723341,.5574377293039233,186.9008146679993,301.041987901983,26.49368391450615,11.6,15.,JPL 14
452P,2460058.613116569882,4.159275340181329,.4279623005346584,37.29501006225464,123.7980660024904,6.425634521099902,13.2,4.5,JPL 32
453P,2460006.495582527653,2.278540948711622,.582439386738677,70.81636366435298,42.89745351708728,27.06770895848853,11.4,16.75,JPL 28
454P,2459785.955240701472,2.686682181631284,.3615443305563038,19.83402726170409,54.60851535563908,19.80608856812001,13.6,12.5,JPL 7
455P,2457958.168269685372,2.195173199979857,.3042072342983194,237.9399284482539,146.2115748723628,14.13804686028834,9.4,31.25,JPL 4
456P,2458731.036647656693,2.789346254166863,.1187420955698545,234.6910792378843,243.2247673872122,16.9615010602267,10.0,19.,JPL 13
457P,2458973.711807402110,2.329284694786922,.1198325369826213,104.9340227716445,176.0101158239915,5.222108960853592,16.1,10.,JPL 9
458P,2459882.543161642686,2.645015552424224,.3150084004470165,104.3647285026932,1.6251346284173,13.60639497286379,9.2,22.5,JPL 2
459P,2457781.243767880383,1.603552544264073,.5217312086685847,189.8570984066449,272.0891021226579,13.67680600279355,17.2,4.5,JPL 52
460P,2457463.016881379473,1.008577198658916,.6662529585051395,351.8967232772523,180.5336813221037,18.91867269133972,20.9,4.5,JPL 60
461P,2459492.527487472968,1.34857295173988,.5703576497852976,174.7782612266217,194.4003345399403,18.41217973004712,17.5,14.25,JPL 24
462P,2459793.902769502642,2.063184987203566,.577915748363004,4.418872976483,322.9202027227766,7.027358851402445,16.5,8.,JPL 19
463P,2460033.580404409318,.5207943211629997,.8250365358344174,215.8050519007054,283.8367393823148,29.49661596649506,18.3,8.5,JPL 21
464P,2460003.913509682156,3.372245588343826,.2809938101758193,267.7319729163519,309.6073976930223,21.66570491735702,7.0,17.75,JPL 19
465P,2454697.260719785777,2.318516008863058,.6140114001161707,141.3949074610851,217.9667152701374,25.85422230579938,9.0,19.25,JPL 46
466P,2460067.897295251693,2.159117627636512,.4665246984787664,196.4975496642058,119.887376498144,12.23604614865947,12.3,16.,JPL 10
1879 M1,2407467.425177621481,.8963644122870428,1.0,3.742746339649675,47.45264108264573,107.0446361700477,6.1,17.75,JPL 2
1898 F1,2414366.132048535983,1.095261706888033,.9803682077450354,47.30806118604104,263.8673255461873,72.52926260157666,6.3,10.5,JPL 2
1898 R1,2414583.539028446173,.4204812042222061,1.000034068376416,162.3636923834316,36.29147474380338,28.85833308632357,7.5,4.5,JPL 2
1900 O1,2415235.200944607466,1.014833970792062,1.000298892153415,12.42288981442381,329.4123405415896,62.53267369667099,7.9,14.,JPL 6
1906 B1,2417202.285488828155,1.296230084228027,.9998477167552965,89.8433591241922,287.7080821514433,126.4424038686241,7.0,16.75,JPL 10
1913 Y1,2420432.269092858452,1.104414044073785,1.000140466736294,97.4691083358437,60.39740680212475,68.04270989906651,4.8,4.25,JPL 3
1914 F1,2420288.190553425294,1.198605855721825,1.000624130044193,72.22133849961196,200.121660924461,23.91960458473324,11.2,4.5,JPL 3
1914 J1,2420261.378007813570,.5431886349620859,1.000133303871513,116.4160351787003,33.85391359303172,112.979407530138,9.0,8.,JPL 3
1915 C1,2420696.150643272959,1.005323568678039,1.000275632729316,247.7822263793256,73.45306750729253,54.79149015521837,7.6,4.5,JPL 3
1916 G1,2421396.574055129680,1.686430803053937,.9994218325612461,120.6211112127107,184.4573408438843,25.65872680056235,5.9,15.75,JPL 2
1917 F1,2421329.675420974762,.1901937074766215,.993058227782871,121.3136763048433,88.67459867129705,32.68731667605889,11.0,16.,JPL 2
1917 H1,2421367.206844915998,.76416988084517,1.000064710793971,119.1480654730817,10.82961778574444,158.7392670349381,12.0,31.25,JPL 2
1919 Q2,2422300.317481026788,1.115203618002338,.9997785887492251,185.7644451488193,122.097279220887,46.38315800414978,5.1,11.5,JPL 2
1931 O1,2426504.249203641685,1.046194951708566,.9784511602778915,320.0911351137149,192.2526215310513,42.30241346735011,5.7,4.75,JPL 2
1932 M1,2426975.054631972463,1.647380424084103,1.000476015936488,69.78882531994272,246.0899286693843,78.38840133680441,11.1,4.5,JPL 2
1932 M2,2426971.384803494072,2.312627165741982,.9992944636212685,329.6306776787413,216.0801156304305,124.9768975087974,6.1,4.5,JPL 2
1932 P1,2426952.353401901845,1.037228224314793,.9768126124217033,38.4667487984554,345.4661714561323,71.72295785400152,8.1,38.25,JPL 2
1932 Y1,2427072.015403267496,1.130648625402238,.9713983413277945,327.3476577868852,78.5966211073891,24.50089486855943,8.6,19.5,JPL 2
1933 D1,2427110.196802978693,1.000678651794773,.9999987288461322,135.9842118215669,312.4667769514201,86.68037351127141,11.3,12.,JPL 2
1935 A1,2427859.969570334634,.8111434802480518,.9913280376097711,18.3990618113684,92.44415295541788,65.42415645741448,11.2,21.,JPL 2
1936 K1,2428358.461446653935,1.099895301523295,.9921364159620218,148.4802278771078,134.9407561710285,78.55015947746368,6.6,19.25,JPL 2
1937 C1,2428704.564170028754,1.733768736550646,1.000162332837115,107.7360328192498,128.6080620478326,41.55172146702436,4.3,16.25,JPL 2
1937 N1,2428761.163356369010,.8627481875975224,1.000378456983414,114.8324639851016,59.41986948826872,146.4133559259673,6.3,13.25,JPL 2
1939 B1,2429301.354378859248,.7164845262786019,.9954512374866702,169.0243755212348,289.6090516894953,63.5263889552737,9.6,10.,JPL 2
1939 H1,2429363.613913578385,.5282550690622948,.991503163590178,89.15172135965713,312.3489890332002,138.1678518210673,6.0,4.5,JPL 2
1948 E1,2432688.137859662144,2.107136377436629,1.000930127030383,66.90694028343158,247.655063958686,92.91766091339318,5.3,12.25,JPL 2
1948 N1,2433037.664755470461,2.517468047046625,.9994596478027757,229.9683508655174,120.6048724212804,130.2676031364743,11.3,4.75,JPL 2
1948 T1,2432432.375251752884,3.268165417882285,1.000697151956921,73.54940657778002,122.1254364062252,155.0784260245054,6.0,8.25,JPL 2
1951 G1,2433958.910083428418,3.6250801138513,1.012974499044865,188.1198567513682,31.52692163332786,18.65099674960366,5.9,10.,JPL 3
1951 G2,2433474.490013589451,3.638503918436703,1.000900942788971,108.6626889346466,354.318293717468,170.6540046812123,5.9,10.,JPL 4
1951 P1,2434024.447408999813,.7403988330927667,.9997751384857462,269.6221262975872,76.89464095893662,152.5313394318703,9.7,14.5,JPL 2
1952 H1,2434172.222911740304,1.282807246682241,.9834479881008624,144.90003841,122.3561893113288,112.0345427662276,5.5,37.25,JPL 2
1952 M1,2434208.754440943518,1.201936503230722,.99975207619408,96.58408183176527,188.6437430647338,45.55273790640106,9.1,23.,JPL 2
1966 P1,2439426.578341799962,2.384768843976003,.9994802490474537,154.4856930361624,156.0516008126323,40.26453558158772,5.0,8.5,JPL 2
1966 P2,2439233.279694523279,2.018741250374431,.9981100105532956,136.1659605826667,167.6893187192733,28.70761554007354,5.6,11.5,JPL 2
1966 T1,2439511.384569031128,.4192092682853801,1.000390185164211,79.78545905017062,75.70846385181407,9.079808142755761,10.1,11.,JPL 2
1967 C1,2439563.241635314118,.457379768802979,.9999029343881379,144.2907385362621,200.5195652115753,106.4684260317953,10.6,4.5,JPL 2
1967 C2,2439552.030672126637,1.327154232154989,1.0,173.2628513084895,306.8450937190865,99.10507629044325,9.9,10.,JPL 2
1967 M1,2439658.285097391105,.1782497333279935,1.0,78.94383671055493,32.29325946652764,56.70804289838751,6.4,13.,JPL 2
1967 Y1,2439912.205634290977,1.696578645190065,.9991563598464096,70.86440686815712,255.3213800958732,129.3153394848853,6.4,4.5,JPL 2
1968 H1,2439992.770691657396,.6803765567918421,.996216152871532,50.44671601819015,233.108209359396,102.170260827142,9.8,10.,JPL 5
1968 L1,2440012.004860950668,1.234006210401463,1.0,353.9779693165143,254.7161092947406,61.76736765379164,11.9,4.5,JPL 2
1968 N1,2440076.424021918399,1.160438392435118,1.000716341929664,88.71582764290039,106.7472654107294,143.2382540575698,5.2,12.5,JPL 5
1968 Q1,2440089.345553124640,1.771093642403217,1.0,26.86496465885926,319.3953461375088,93.16937674429785,8.5,6.5,JPL 2
1968 Q2,2440164.336000076693,1.099008155660729,1.0,282.8039258582713,253.292861146305,127.9125237981974,6.6,33.5,JPL 2
1968 Y1,2440233.761326475740,3.316097536476139,.9953022373666103,82.58284568828867,16.11003515528809,45.22934648663867,5.8,10.5,JPL 2
1969 P1,2440506.947725341356,.7739190138811818,1.0,299.01974539,192.3953063518263,8.92520148862098,8.7,8.75,JPL 2
1969 T1,2440576.767811206671,.4726393519736965,.9999261768154586,267.8342988527102,101.6597791949219,75.81774999845335,6.5,11.75,JPL 5
1969 Y1,2440665.545423009222,.5376201462339973,.9962932802768788,354.1490886174603,224.6576831633486,90.03981104585797,4.6,12.,JPL 2
1970 B1,2440633.305004928475,.06574581205806093,1.000019131986975,266.6487293148169,30.59603398381701,100.1828069273288,9.7,12.5,JPL 2
1970 N1,2440880.199109825161,1.112540542309455,1.000036917060185,96.58336423631219,21.70135809394426,126.7199098159451,6.6,4.5,JPL 2
1970 U1,2440861.295452685895,.405492588951436,1.0,318.5209872425205,293.6808779280132,60.78505008715096,9.5,18.5,JPL 2
1971 E1,2441058.749238888679,1.233346079429477,1.000977557448894,152.3618201874447,104.0774770900636,109.6842366415511,4.9,24.75,JPL 7
1972 E1,2441404.201128647210,.9272182497077517,.9981407981213753,257.6988907490442,160.2990796844016,123.6926884485779,9.0,6.75,JPL 2
1972 L1,2441636.288411467073,4.275740751076174,1.00634381107676,56.65450403710526,225.486355127969,79.3680602292075,5.6,7.25,JPL 2
1972 U1,2441725.778097633363,2.147034345453323,1.001042511509785,334.3059751309023,43.18826573085385,141.8555582082213,6.4,12.5,JPL 2
1973 A1,2441595.970295590756,2.511110188727399,1.000573187341504,346.2371796026221,175.8780426110411,138.6301497499886,5.5,10.25,JPL 2
1973 D1,2441840.680739795441,1.382020849039407,.9987497307459786,74.85925524161159,164.8173742021121,121.5980626538528,9.7,18.5,JPL 2
1973 E1,2442044.930683474144,.1424250322974156,1.000007809885518,37.79756893411028,258.4894909953879,14.3041449344601,5.8,9.,JPL 2
1973 H1,2441753.027382093003,2.384239652171013,.9729413418634797,123.4707667428667,57.84030192868662,48.32962519850134,9.3,10.,JPL 2
1973 N1,2441994.656593749913,4.812051393080041,1.000225701128461,72.54635023321649,279.2410652715355,137.4036266401655,6.2,10.,JPL 2
1974 C1,2442124.856376947929,.5031900075045974,.999734032997065,333.1332853858808,143.7330563370631,61.28458066033681,8.6,10.,JPL 2
1974 F1,2442646.663927570063,3.011473790586171,.9997974850797962,261.3628382085391,12.3680855249536,50.64840730503181,9.0,4.5,JPL 3
1974 V1,2442267.633461202895,6.019169861633006,1.003665020178786,151.7949395265811,226.1035096635567,60.85617054614717,6.0,10.,JPL 2
1974 V2,2442383.023482891829,.8646478595532839,.9999102636668419,324.9675806031773,51.34825270830658,134.8270076445731,10.0,10.,JPL 2
1975 N1,2442660.834838348957,.4255641219754202,1.000091759247564,116.9694683844184,296.3520166072005,80.78130071232948,7.9,11.25,JPL 2
1975 T1,2442772.377715806822,1.603933745728527,.9974574507630243,246.2412273297657,278.6784666985382,91.60772120237024,6.3,6.75,JPL 5
1975 T2,2442700.860290962915,.8380527730324591,.985601400550175,152.0196970175183,216.8053986902505,118.232772184739,9.7,10.,JPL 2
1975 V1-A,2442833.721977874700,.1965949685310734,1.000016087612074,358.4317208087168,118.9175346769632,43.07404350452942,4.4,8.25,JPL 2
1975 V2,2442767.681215374275,.218720706696388,1.000015384247748,358.089865520932,271.3127590095342,70.62616034845553,10.4,16.5,JPL 5
1975 X1,2442781.417951297998,.8639704105182059,1.001508000860778,215.4629055168465,281.4954333057659,93.95712190458552,11.1,10.,JPL 2
1976 D2,2442427.205666957799,6.879570675889903,1.001119473822938,193.3668274277679,22.78599437275252,112.0269064312303,7.7,4.,JPL 2
1976 E1,2442833.557098107154,.6782929014758708,.9998706957617283,221.7657753131531,70.21344162766987,147.7782128671691,11.7,10.,JPL 2
1976 J1,2443085.651493614722,1.568851342695225,.9997424038044465,193.2655289978896,81.41163371799762,38.80562820444288,9.0,10.25,JPL 2
1976 U1,2442966.097176088155,5.857482050011569,1.003668373896987,118.8108533263893,286.0413937206172,86.62865480500723,6.2,9.,JPL 3
1977 D1,2443083.831897945888,5.715993173519972,1.003403581752244,146.3121040632558,338.1727676823542,64.52228501434335,5.0,10.,JPL 3
1977 H1,2443325.474041112031,1.117546916071029,.9999924884560689,249.3582191747553,20.13858282094856,43.19493843748117,14.6,10.,JPL 2
1977 R1,2443458.069988269493,.9905764878202094,.9995493480893816,163.4866156159515,182.5226840064215,48.71186547368851,7.3,13.5,JPL 5
1977 V1,2443349.348596486070,3.603188797635113,.9993960687653127,318.178421260125,5.287759966069846,168.5487062776265,6.1,10.75,JPL 2
1978 A1,2443345.948860644941,5.606238969896822,1.002695108937016,343.2738908371412,211.6242262509899,116.9210445079933,6.0,8.5,JPL 2
1978 C1,2443585.190875154917,.4365735880611376,1.0,48.70650890825069,260.4979483368995,51.08672373009114,6.8,9.,JPL 2
1978 H1,2443823.909276579122,1.136526267667807,1.000849678502475,231.402032823849,349.3447954737863,43.7613810065378,5.1,7.25,JPL 2
1978 R3,2443734.172628892659,1.771588233052446,1.000281438614087,224.7540109869094,290.6778327802344,130.6364263806672,8.3,4.5,JPL 2
1979 M1,2444077.762654809403,.4132167734883136,1.000032140854782,47.65117859994464,164.2170962565416,136.2287207444014,14.6,35.5,JPL 2
1979 M3,2444069.915943042393,4.686874718540132,1.001024344919965,10.10277212644916,293.1367644407171,92.17830649943801,8.1,10.,JPL 2
1979 S1,2444163.837588802780,1.431958164450982,.9729983601237787,112.5648184329985,297.631300380648,67.07939296523126,4.8,46.5,JPL 2
1979 Y1,2444229.109734641488,.5453012379815432,.9880381363652363,257.6097304634741,103.2155346254692,148.6025329128723,8.5,14.,JPL 9
1980 E1,2445040.786883400213,3.363939864961739,1.057732866190401,135.0832940391088,114.557492007681,1.661741742960259,5.8,7.25,JPL 6
1980 L1,2444349.362376808520,2.58390699001187,1.000179498734231,334.9661779789997,279.523105502392,73.14805939142283,6.5,18.25,JPL 2
1980 O1,2444412.946805507537,.5228969332008477,1.0,337.7836700062299,160.6325329667436,49.06823467734265,9.7,8.75,JPL 2
1980 R1,2444669.658488649129,2.112444991216334,1.001824915619049,297.189305596345,232.786556685282,128.7065269601819,10.4,10.,JPL 2
1980 V1,2444583.147067211414,1.519493664295616,.9945974719402653,87.96449473966561,25.43687648957034,100.985508487787,7.2,10.25,JPL 7
1980 Y2,2444631.816663252908,1.657186652847665,.9986571433516916,105.597962460517,332.0006998504267,82.64612769436714,6.8,6.25,JPL 11
1981 H1,2444816.275281781733,2.458093810179234,.9988615388734174,189.8516318126032,24.26451718588132,160.6636796929077,10.7,10.,JPL 2
1982 M1,2445206.229375907188,.6478121788309483,.9993961712201157,33.82283629024859,326.262541506589,84.49498334186687,9.0,15.25,JPL 6
1983 J1,2445455.828281216540,.47108414175259,.999901547872362,82.17344987598116,83.03946675744868,96.62288425333153,12.2,15.5,JPL 19
1983 O1,2445536.686625622654,3.317948219647231,1.001526423823479,186.2085780066948,209.5759054444069,134.6953030232434,5.2,6.25,JPL 5
1983 O2,2445666.504068682216,2.254796852132014,1.000129774918284,333.980547948282,201.2576569158369,120.7360090973635,9.4,10.75,JPL 2
1983 R1,2445662.295471266818,3.344912080584129,1.000199231156927,176.0390369091649,164.6838896418293,137.5972577774534,5.8,10.,JPL 2
1984 K1,2446313.092962789207,2.696507251222518,1.000722750789815,235.4696974439075,49.69008508690727,116.6654291977496,5.6,8.25,JPL 2
1984 N1,2445924.637096072431,.2912830513314226,.999848381661095,353.1289573719638,171.5778492431416,164.1531608541596,10.8,15.75,JPL 2
1984 U1,2445946.952293883916,5.489110683048431,.9944083726612495,182.8198315205217,238.2984571030637,179.2123013434819,8.1,7.,JPL 2
1984 U2,2446069.387489088391,1.21451321305621,.970910096789837,229.2129037059981,223.4755267042373,13.88136719631063,10.1,20.75,JPL 2
1984 V1,2446048.755647764206,.9179483098386968,.9992110362224068,82.73686489369632,331.167739121678,65.71461395786685,9.5,23.75,JPL 8
1985 R1,2446408.616248092074,.6945805292340071,.9998872234733124,87.0325122072075,358.3958786394755,79.92954402939705,8.5,17.75,JPL 6
1985 T1,2446418.711371275487,1.317140970666608,.983282486979934,53.00022959012806,53.01281185898722,139.0692832678015,9.9,13.5,JPL 2
1986 N1,2446556.951299187342,2.642129690673336,.9992071124391181,157.7434494403435,134.6175782528172,114.918049447395,8.3,10.,JPL 2
1986 P1,2446906.281838377038,1.199647969411932,1.000314965394949,238.3084262128502,111.665560720663,147.1191679685332,5.3,7.75,JPL 7
1986 V1,2446864.158179387829,1.721157527143638,.9999259536806998,70.23301448342289,74.80244953913423,160.5798246092682,5.5,13.5,JPL 2
1987 A1,2446782.029009502209,.921480109921712,1.000394410239314,95.24509406370815,17.11664330229783,96.58291953229755,10.8,21.25,JPL 2
1987 B1,2446871.845407463525,.8695884734222341,.9957982687062689,200.4018410309784,176.0105156723943,172.2299851880503,7.5,5.75,JPL 5
1987 F1,2446895.696250989432,3.624286572221827,1.001208939868476,329.0709917479567,194.4874304259229,124.0787132105054,7.6,10.,JPL 2
1987 H1,2446751.526200828324,5.457290495540165,1.003211651514714,16.99216175602985,268.3366185975219,132.4851563650379,5.2,9.75,JPL 2
1987 P1,2447106.774113862730,.8689564396071634,.9947371258513271,73.89961063595888,268.0929240765895,34.08806680570367,6.0,8.5,JPL 10
1987 Q1,2447078.028175623409,.6026024363277476,1.00044313308015,143.8335322150886,298.5696835394938,114.8752757183371,8.4,10.75,JPL 2
1987 T1,2447047.669771183240,.5152613981717605,.9999904334395117,13.19123396316576,143.7301882851091,62.53265896386944,9.2,31.75,JPL 2
