pdes,tp,q,e,w,om,i,M1,K1,source
397P,2459019.206517617893,2.305726966680045,.4019370237949207,12.70622299070431,8.884976330896354,11.00101736279599,15.0,5.75,ORB
398P,2459210.244425240232,1.305693408461483,.5825681722228075,320.2347116481228,127.4629671897791,11.01527053681131,15.3,10.5,ORB
399P,2456642.346879311488,2.137647495513987,.4400723008786158,213.4877475501945,207.5566681985809,13.3358953703351,16.3,4.5,ORB
400P,2459255.431818569260,2.104179224580856,.4090168531307191,238.7053139469214,176.4065698196552,10.92612289031077,13.6,12.75,ORB
401P,2453863.194396336073,2.379538610313375,.5819983446360179,310.2400956165613,.0971764374945428,12.86508719799468,11.8,12.25,ORB
402P,2452818.572511143427,3.947017972623476,.4364701159016988,327.1964418897643,123.2193356715647,30.8416567566512,4.4,16.75,ORB
403P,2459107.861269085481,2.684425664693023,.5036577646966457,277.851227128973,163.8513401056338,12.3233204714248,7.1,23.5,ORB
404P,2455924.732352471381,4.791271622076623,.08407242927261871,145.8742663691691,266.1494244933185,9.715843764919866,4.8,17.75,ORB
405P,2459208.091900656811,1.121216987176543,.6891469970464021,112.2928210086565,3.311168170951252,9.365069228129025,18.8,4.5,ORB
406P,2454339.323144831171,1.465341361436844,.5740435193969321,353.0703673613406,8.807181648580237,1.433949808422999,16.7,17.75,ORB
407P,2458880.323712003969,2.124832122192855,.3849651394660045,92.33960594781557,80.83593088140245,4.896248372190219,7.3,29.,ORB
408P,2456015.886475328702,3.5540941190729,.263379537723737,224.688724826088,190.3975032738776,19.23164495609132,9.9,11.,ORB
409P,2459240.211280780291,1.751304186307347,.7106824016430022,15.04347605769611,143.7809552179703,17.14393798283152,14.3,8.5,ORB
410P,2459389.570381444935,3.236957941419217,.5099192042070836,313.3551769055152,139.9993464856422,9.404358613622922,12.4,10.25,ORB
411P,2454123.391880584872,2.427633770641995,.5819651795568538,46.66631046258232,77.81817962078357,12.39395486076224,14.7,10.,ORB
412P,2457187.501141757818,1.612615476552486,.4809020234534285,155.9628736319457,.8566169438432921,8.937369174251629,15.2,20.,ORB
413P,2456800.458195291731,2.139841639341538,.4238393787925511,185.8976181245499,39.06317573305311,15.98413586092662,14.9,6.5,ORB
414P,2459239.886224234647,.5263641976783546,.8116914310170916,210.7364768797551,257.7886052560743,23.38406036151275,16.0,22.,ORB
415P,2459261.780562180929,3.311600462030002,.1952043956675326,346.4771923917076,160.3278148456461,31.79026491604662,7.3,19.,ORB
416P,2456331.036166282211,2.180024726543318,.4557207646603724,134.6689528403834,355.8025950332922,3.365406679577974,16.1,10.,ORB
417P,2459326.407077385217,1.492300236088155,.5545916222916786,129.3965574011194,111.3574484154366,8.129058995780104,17.5,6.75,ORB
418P,2455305.814556522398,1.713861779635024,.6640905736704693,306.815589588219,277.9031960584049,5.781603192513869,14.2,9.,ORB
419P,2457096.733600351109,2.541874891927367,.2784322698650771,187.2104989544908,40.42505187153775,2.804406736192134,7.2,23.5,ORB
420P,2455015.376182680302,2.790988933255844,.4946030924007834,157.7927798850512,174.0921184361857,14.44462833867949,14.1,7.25,ORB
421P,2455083.448880696809,1.649419084552493,.6752753046142818,259.897969764257,55.6830877565936,10.09431547815688,13.9,12.5,ORB
422P,2453888.649433924765,3.068317622559308,.5086908799026231,305.7961388986128,36.09630481462774,39.60568537764986,11.5,8.5,ORB
423P,2453915.037469960269,5.432321148982474,.1192563239505804,81.87788853097082,33.45591115292817,8.349965845427144,13.6,4.5,ORB
424P,2456158.325885243915,1.363675419017964,.6912303721864018,312.0125935026756,52.39316668807951,8.580772015854254,17.7,4.5,ORB
425P,2453608.984794905966,2.982299330088444,.5327366453454692,199.0037414889028,211.4297017809447,16.86869063764553,6.9,21.5,ORB
1879 M1,2407467.425177621481,.8963644122870428,1.0,3.742746339649675,47.45264108264573,107.0446361700477,6.1,17.75,ORB
1898 F1,2414366.132048535983,1.095261706888033,.9803682077450354,47.30806118604104,263.8673255461873,72.52926260157666,6.3,10.5,ORB
1898 R1,2414583.539028446173,.4204812042222061,1.000034068376416,162.3636923834316,36.29147474380338,28.85833308632357,7.5,4.5,ORB
1900 O1,2415235.200944607466,1.014833970792062,1.000298892153415,12.42288981442381,329.4123405415896,62.53267369667099,7.9,14.,ORB
1906 B1,2417202.285488828155,1.296230084228027,.9998477167552965,89.8433591241922,287.7080821514433,126.4424038686241,7.0,16.75,ORB
1913 Y1,2420432.269092858452,1.104414044073785,1.000140466736294,97.4691083358437,60.39740680212475,68.04270989906651,4.8,4.25,ORB
1914 F1,2420288.190553425294,1.198605855721825,1.000624130044193,72.22133849961196,200.121660924461,23.91960458473324,11.2,4.5,ORB
1914 J1,2420261.378007813570,.5431886349620859,1.000133303871513,116.4160351787003,33.85391359303172,112.979407530138,9.0,8.,ORB
1915 C1,2420696.150643272959,1.005323568678039,1.000275632729316,247.7822263793256,73.45306750729253,54.79149015521837,7.6,4.5,ORB
1916 G1,2421396.574055129680,1.686430803053937,.9994218325612461,120.6211112127107,184.4573408438843,25.65872680056235,5.9,15.75,ORB
1917 F1,2421329.675420974762,.1901937074766215,.993058227782871,121.3136763048433,88.67459867129705,32.68731667605889,11.0,16.,ORB
1917 H1,2421367.206844915998,.76416988084517,1.000064710793971,119.1480654730817,10.82961778574444,158.7392670349381,12.0,31.25,ORB
1919 Q2,2422300.317481026788,1.115203618002338,.9997785887492251,185.7644451488193,122.097279220887,46.38315800414978,5.1,11.5,ORB
1931 O1,2426504.249203641685,1.046194951708566,.9784511602778915,320.0911351137149,192.2526215310513,42.30241346735011,5.7,4.75,ORB
1932 M1,2426975.054631972463,1.647380424084103,1.000476015936488,69.78882531994272,246.0899286693843,78.38840133680441,11.1,4.5,ORB
1932 M2,2426971.384803494072,2.312627165741982,.9992944636212685,329.6306776787413,216.0801156304305,124.9768975087974,6.1,4.5,ORB
1932 P1,2426952.353401901845,1.037228224314793,.9768126124217033,38.4667487984554,345.4661714561323,71.72295785400152,8.1,38.25,ORB
1932 Y1,2427072.015403267496,1.130648625402238,.9713983413277945,327.3476577868852,78.5966211073891,24.50089486855943,8.6,19.5,ORB
1933 D1,2427110.196802978693,1.000678651794773,.9999987288461322,135.9842118215669,312.4667769514201,86.68037351127141,11.3,12.,ORB
1935 A1,2427859.969570334634,.8111434802480518,.9913280376097711,18.3990618113684,92.44415295541788,65.42415645741448,11.2,21.,ORB
1936 K1,2428358.461446653935,1.099895301523295,.9921364159620218,148.4802278771078,134.9407561710285,78.55015947746368,6.6,19.25,ORB
1937 C1,2428704.564170028754,1.733768736550646,1.000162332837115,107.7360328192498,128.6080620478326,41.55172146702436,4.3,16.25,ORB
1937 N1,2428761.163356369010,.8627481875975224,1.000378456983414,114.8324639851016,59.41986948826872,146.4133559259673,6.3,13.25,ORB
1939 B1,2429301.354378859248,.7164845262786019,.9954512374866702,169.0243755212348,289.6090516894953,63.5263889552737,9.6,10.,ORB
1939 H1,2429363.613913578385,.5282550690622948,.991503163590178,89.15172135965713,312.3489890332002,138.1678518210673,6.0,4.5,ORB
1948 E1,2432688.137859662144,2.107136377436629,1.000930127030383,66.90694028343158,247.655063958686,92.91766091339318,5.3,12.25,ORB
1948 N1,2433037.664755470461,2.517468047046625,.9994596478027757,229.9683508655174,120.6048724212804,130.2676031364743,11.3,4.75,ORB
1948 T1,2432432.375251752884,3.268165417882285,1.000697151956921,73.54940657778002,122.1254364062252,155.0784260245054,6.0,8.25,ORB
1951 P1,2434024.447408999813,.7403988330927667,.9997751384857462,269.6221262975872,76.89464095893662,152.5313394318703,9.7,14.5,ORB
1952 H1,2434172.222911740304,1.282807246682241,.9834479881008624,144.90003841,122.3561893113288,112.0345427662276,5.5,37.25,ORB
1952 M1,2434208.754440943518,1.201936503230722,.99975207619408,96.58408183176527,188.6437430647338,45.55273790640106,9.1,23.,ORB
1966 P1,2439426.578341799962,2.384768843976003,.9994802490474537,154.4856930361624,156.0516008126323,40.26453558158772,5.0,8.5,ORB
1966 P2,2439233.279694523279,2.018741250374431,.9981100105532956,136.1659605826667,167.6893187192733,28.70761554007354,5.6,11.5,ORB
1966 T1,2439511.384569031128,.4192092682853801,1.000390185164211,79.78545905017062,75.70846385181407,9.079808142755761,10.1,11.,ORB
1967 C1,2439563.241635314118,.457379768802979,.9999029343881379,144.2907385362621,200.5195652115753,106.4684260317953,10.6,4.5,ORB
1967 C2,2439552.030672126637,1.327154232154989,1.0,173.2628513084895,306.8450937190865,99.10507629044325,9.9,10.,ORB
1967 M1,2439658.285097391105,.1782497333279935,1.0,78.94383671055493,32.29325946652764,56.70804289838751,6.4,13.,ORB
1967 Y1,2439912.205634290977,1.696578645190065,.9991563598464096,70.86440686815712,255.3213800958732,129.3153394848853,6.4,4.5,ORB
1968 H1,2439992.770691657396,.6803765567918421,.996216152871532,50.44671601819015,233.108209359396,102.170260827142,9.8,10.,ORB
1968 L1,2440012.004860950668,1.234006210401463,1.0,353.9779693165143,254.7161092947406,61.76736765379164,11.9,4.5,ORB
1968 N1,2440076.424021918399,1.160438392435118,1.000716341929664,88.71582764290039,106.7472654107294,143.2382540575698,5.2,12.5,ORB
1968 Q1,2440089.345553124640,1.771093642403217,1.0,26.86496465885926,319.3953461375088,93.16937674429785,8.5,6.5,ORB
1968 Q2,2440164.336000076693,1.099008155660729,1.0,282.8039258582713,253.292861146305,127.9125237981974,6.6,33.5,ORB
1968 Y1,2440233.761326475740,3.316097536476139,.9953022373666103,82.58284568828867,16.11003515528809,45.22934648663867,5.8,10.5,ORB
1969 P1,2440506.947725341356,.7739190138811818,1.0,299.01974539,192.3953063518263,8.92520148862098,8.7,8.75,ORB
1969 T1,2440576.767811206671,.4726393519736965,.9999261768154586,267.8342988527102,101.6597791949219,75.81774999845335,6.5,11.75,ORB
1969 Y1,2440665.545423009222,.5376201462339973,.9962932802768788,354.1490886174603,224.6576831633486,90.03981104585797,4.6,12.,ORB
1970 B1,2440633.305004928475,.06574581205806093,1.000019131986975,266.6487293148169,30.59603398381701,100.1828069273288,9.7,12.5,ORB
1970 N1,2440880.199109825161,1.112540542309455,1.000036917060185,96.58336423631219,21.70135809394426,126.7199098159451,6.6,4.5,ORB
1970 U1,2440861.295452685895,.405492588951436,1.0,318.5209872425205,293.6808779280132,60.78505008715096,9.5,18.5,ORB
1971 E1,2441058.749238888679,1.233346079429477,1.000977557448894,152.3618201874447,104.0774770900636,109.6842366415511,4.9,24.75,ORB
1972 E1,2441404.201128647210,.9272182497077517,.9981407981213753,257.6988907490442,160.2990796844016,123.6926884485779,9.0,6.75,ORB
1972 L1,2441636.288411467073,4.275740751076174,1.00634381107676,56.65450403710526,225.486355127969,79.3680602292075,5.6,7.25,ORB
1972 U1,2441725.778097633363,2.147034345453323,1.001042511509785,334.3059751309023,43.18826573085385,141.8555582082213,6.4,12.5,ORB
1973 A1,2441595.970295590756,2.511110188727399,1.000573187341504,346.2371796026221,175.8780426110411,138.6301497499886,5.5,10.25,ORB
1973 D1,2441840.680739795441,1.382020849039407,.9987497307459786,74.85925524161159,164.8173742021121,121.5980626538528,9.7,18.5,ORB
1973 E1,2442044.930683474144,.1424250322974156,1.000007809885518,37.79756893411028,258.4894909953879,14.3041449344601,5.8,9.,ORB
1973 H1,2441753.027382093003,2.384239652171013,.9729413418634797,123.4707667428667,57.84030192868662,48.32962519850134,9.3,10.,ORB
1973 N1,2441994.656593749913,4.812051393080041,1.000225701128461,72.54635023321649,279.2410652715355,137.4036266401655,6.2,10.,ORB
1974 C1,2442124.856376947929,.5031900075045974,.999734032997065,333.1332853858808,143.7330563370631,61.28458066033681,8.6,10.,ORB
1974 F1,2442646.666095538643,3.011471332646886,.9997729069839915,261.3632340653144,12.36805622474352,50.64838923229469,8.9,4.5,ORB
1974 V1,2442267.633461202895,6.019169861633006,1.003665020178786,151.7949395265811,226.1035096635567,60.85617054614717,6.0,10.,ORB
1974 V2,2442383.023482891829,.8646478595532839,.9999102636668419,324.9675806031773,51.34825270830658,134.8270076445731,10.0,10.,ORB
1975 N1,2442660.834838348957,.4255641219754202,1.000091759247564,116.9694683844184,296.3520166072005,80.78130071232948,7.9,11.25,ORB
1975 T1,2442772.377715806822,1.603933745728527,.9974574507630243,246.2412273297657,278.6784666985382,91.60772120237024,6.3,6.75,ORB
1975 T2,2442700.860290962915,.8380527730324591,.985601400550175,152.0196970175183,216.8053986902505,118.232772184739,9.7,10.,ORB
1975 V1-A,2442833.721977874700,.1965949685310734,1.000016087612074,358.4317208087168,118.9175346769632,43.07404350452942,4.4,8.25,ORB
1975 V2,2442767.681215374275,.218720706696388,1.000015384247748,358.089865520932,271.3127590095342,70.62616034845553,10.4,16.5,ORB
1975 X1,2442781.417951297998,.8639704105182059,1.001508000860778,215.4629055168465,281.4954333057659,93.95712190458552,11.1,10.,ORB
1976 D2,2442427.205666957799,6.879570675889903,1.001119473822938,193.3668274277679,22.78599437275252,112.0269064312303,7.7,4.,ORB
1976 E1,2442833.557098107154,.6782929014758708,.9998706957617283,221.7657753131531,70.21344162766987,147.7782128671691,11.7,10.,ORB
1976 J1,2443085.651493614722,1.568851342695225,.9997424038044465,193.2655289978896,81.41163371799762,38.80562820444288,9.0,10.25,ORB
1976 U1,2442966.121233286584,5.85755929241169,1.003696472548945,118.8132784669002,286.0414227218017,86.62859005962051,10.1,4.5,ORB
1977 D1,2443083.654116583761,5.715153503524003,1.003069825979069,146.2930374857571,338.1727758498254,64.52324447820975,5.2,10.,ORB
1977 H1,2443325.474041112031,1.117546916071029,.9999924884560689,249.3582191747553,20.13858282094856,43.19493843748117,14.6,10.,ORB
1977 R1,2443458.069988269493,.9905764878202094,.9995493480893816,163.4866156159515,182.5226840064215,48.71186547368851,7.3,13.5,ORB
1977 V1,2443349.348596486070,3.603188797635113,.9993960687653127,318.178421260125,5.287759966069846,168.5487062776265,6.1,10.75,ORB
1978 A1,2443345.948860644941,5.606238969896822,1.002695108937016,343.2738908371412,211.6242262509899,116.9210445079933,6.0,8.5,ORB
1978 C1,2443585.190875154917,.4365735880611376,1.0,48.70650890825069,260.4979483368995,51.08672373009114,6.8,9.,ORB
1978 H1,2443823.909276579122,1.136526267667807,1.000849678502475,231.402032823849,349.3447954737863,43.7613810065378,5.1,7.25,ORB
1978 R3,2443734.172628892659,1.771588233052446,1.000281438614087,224.7540109869094,290.6778327802344,130.6364263806672,8.3,4.5,ORB
1979 M1,2444077.762654809403,.4132167734883136,1.000032140854782,47.65117859994464,164.2170962565416,136.2287207444014,14.6,35.5,ORB
1979 M3,2444069.915943042393,4.686874718540132,1.001024344919965,10.10277212644916,293.1367644407171,92.17830649943801,8.1,10.,ORB
1979 S1,2444163.837588802780,1.431958164450982,.9729983601237787,112.5648184329985,297.631300380648,67.07939296523126,4.8,46.5,ORB
1979 Y1,2444229.109734641488,.5453012379815432,.9880381363652363,257.6097304634741,103.2155346254692,148.6025329128723,8.5,14.,ORB
1980 E1,2445040.786883400213,3.363939864961739,1.057732866190401,135.0832940391088,114.557492007681,1.661741742960259,5.8,7.25,ORB
1980 L1,2444349.362376808520,2.58390699001187,1.000179498734231,334.9661779789997,279.523105502392,73.14805939142283,6.5,18.25,ORB
1980 O1,2444412.946805507537,.5228969332008477,1.0,337.7836700062299,160.6325329667436,49.06823467734265,9.7,8.75,ORB
1980 R1,2444669.658488649129,2.112444991216334,1.001824915619049,297.189305596345,232.786556685282,128.7065269601819,10.4,10.,ORB
1980 V1,2444583.147067211414,1.519493664295616,.9945974719402653,87.96449473966561,25.43687648957034,100.985508487787,7.2,10.25,ORB
1980 Y2,2444631.816663252908,1.657186652847665,.9986571433516916,105.597962460517,332.0006998504267,82.64612769436714,6.8,6.25,ORB
1981 H1,2444816.275281781733,2.458093810179234,.9988615388734174,189.8516318126032,24.26451718588132,160.6636796929077,10.7,10.,ORB
1982 M1,2445206.229375907188,.6478121788309483,.9993961712201157,33.82283629024859,326.262541506589,84.49498334186687,9.0,15.25,ORB
1983 J1,2445455.828281216540,.47108414175259,.999901547872362,82.17344987598116,83.03946675744868,96.62288425333153,12.2,15.5,ORB
1983 O1,2445536.686625622654,3.317948219647231,1.001526423823479,186.2085780066948,209.5759054444069,134.6953030232434,5.2,6.25,ORB
1983 O2,2445666.504068682216,2.254796852132014,1.000129774918284,333.980547948282,201.2576569158369,120.7360090973635,9.4,10.75,ORB
1983 R1,2445662.295471266818,3.344912080584129,1.000199231156927,176.0390369091649,164.6838896418293,137.5972577774534,5.8,10.,ORB
1984 K1,2446313.092962789207,2.696507251222518,1.000722750789815,235.4696974439075,49.69008508690727,116.6654291977496,5.6,8.25,ORB
1984 N1,2445924.637096072431,.2912830513314226,.999848381661095,353.1289573719638,171.5778492431416,164.1531608541596,10.8,15.75,ORB
1984 U1,2445946.952293883916,5.489110683048431,.9944083726612495,182.8198315205217,238.2984571030637,179.2123013434819,8.1,7.,ORB
1984 U2,2446069.387489088391,1.21451321305621,.970910096789837,229.2129037059981,223.4755267042373,13.88136719631063,10.1,20.75,ORB
1984 V1,2446048.755647779977,.91794830991163,.9992110366975072,82.73686491377913,331.1677391271719,65.71461397108934,9.5,23.75,ORB
1985 R1,2446408.616248092074,.6945805292340071,.9998872234733124,87.0325122072075,358.3958786394755,79.92954402939705,8.5,17.75,ORB
1985 T1,2446418.711371275487,1.317140970666608,.983282486979934,53.00022959012806,53.01281185898722,139.0692832678015,9.9,13.5,ORB
1986 N1,2446556.951299187342,2.642129690673336,.9992071124391181,157.7434494403435,134.6175782528172,114.918049447395,8.3,10.,ORB
1986 P1,2446906.281838377038,1.199647969411932,1.000314965394949,238.3084262128502,111.665560720663,147.1191679685332,5.3,7.75,ORB
1986 V1,2446864.158179387829,1.721157527143638,.9999259536806998,70.23301448342289,74.80244953913423,160.5798246092682,5.5,13.5,ORB
1987 A1,2446782.029009502209,.921480109921712,1.000394410239314,95.24509406370815,17.11664330229783,96.58291953229755,10.8,21.25,ORB
1987 B1,2446871.845407463525,.8695884734222341,.9957982687062689,200.4018410309784,176.0105156723943,172.2299851880503,7.5,5.75,ORB
1987 F1,2446895.696250989432,3.624286572221827,1.001208939868476,329.0709917479567,194.4874304259229,124.0787132105054,7.6,10.,ORB
1987 H1,2446751.526200828324,5.457290495540165,1.003211651514714,16.99216175602985,268.3366185975219,132.4851563650379,5.2,9.75,ORB
1987 P1,2447106.774113862730,.8689564396071634,.9947371258513271,73.89961063595888,268.0929240765895,34.08806680570367,6.0,8.5,ORB
1987 Q1,2447078.028175623409,.6026024363277476,1.00044313308015,143.8335322150886,298.5696835394938,114.8752757183371,8.4,10.75,ORB
1987 T1,2447047.669771183240,.5152613981717605,.9999904334395117,13.19123396316576,143.7301882851091,62.53265896386944,9.2,31.75,ORB
1987 U3,2447141.439402025643,.8411667057302886,.9985580735770365,17.40914219226905,261.3417854412032,97.12648071037728,6.1,17.25,ORB
1987 W1,2447170.604152276397,.1995184647105148,.9999993915312224,329.2926318715498,226.5279010208567,41.62050035038317,8.9,10.,ORB
1987 W2,2447223.568622836491,1.679521743225016,1.000230074467561,233.6268154792242,250.7525594925971,117.7819673357609,9.4,4.5,ORB
1987 W3,2447179.181969221496,3.33274485451239,1.0036030577622,194.7131585434836,198.3377132707716,76.70040669090791,9.2,10.,ORB
1988 A1,2447251.614882869681,.8413360057805781,.9965633764274857,57.38793426969628,31.51534902334489,73.3223550230319,6.6,9.,ORB
1988 B1,2446874.687671877995,5.030938926756805,1.003064789821794,124.2237361715944,325.168068955914,80.56829425460953,5.6,10.,ORB
1988 F1,2447129.440947991777,1.174205476295893,.9977148303712777,326.514380512196,288.7638618900883,62.8077422039957,4.8,19.75,ORB
1988 J1,2447205.720797919754,1.174487155633374,.9978077677216638,326.5154520849361,288.7650061508437,62.80704966954395,5.9,21.5,ORB
1988 L1,2447689.964843174370,2.474297137882745,1.000677161723782,232.1459196062082,115.2550653808959,97.68855989990996,9.2,4.5,ORB
1988 Y1,2447507.153164269418,.4278137122523382,1.0,88.12215127690069,315.5230252834693,71.010955287298,12.8,15.5,ORB
1989 A1,2447466.303482392908,1.89462089587541,.9986375903448901,351.561502029081,157.0886748663685,52.40972258159897,5.7,16.,ORB
1989 A5,2447583.575778930040,2.63963762977597,.9955190584954483,19.10418294745768,137.1393021042256,96.55853481837318,8.3,10.,ORB
1989 A6,2447467.587320503295,2.207946223400923,1.0,18.8381430368539,74.31445681303993,25.50559647350688,13.3,4.5,ORB
1989 Q1,2447842.416248654996,.6423305102281119,1.000055680059212,150.5710892592149,275.5100708685986,90.14594204719145,8.6,11.5,ORB
1989 T1,2447876.442433966218,1.04731853373744,.9906139912840161,68.12599292519786,8.519171559224818,46.03653761099656,12.5,13.75,ORB
1989 W1,2447888.388590190570,.3006888887045017,1.000064988346867,205.2588926965027,345.9168791687965,88.38628146982141,8.2,13.,ORB
1989 X1,2447991.467574905356,.3497738959103122,1.000228081863031,61.57629376353761,75.92535582935152,58.9563677985423,8.4,13.,ORB
1989 Y1,2447993.429856245972,1.56916751174884,1.000301347318485,137.8332824022838,280.009427352646,59.36587406151146,5.3,12.25,ORB
1989 Y2,2447838.186770504076,1.975796214980326,.999996489781556,191.736136281269,293.8962651393923,160.3362752621124,10.0,10.,ORB
1990 E1,2447967.825532751437,1.068341053813668,1.0,100.6203737449511,348.4449025813774,48.14243049526325,7.1,39.5,ORB
1990 K1,2448189.183957704490,.9387377103134091,1.000582180973475,242.6663352437772,139.364095694857,131.5840001816744,4.6,9.5,ORB
1990 M1,2448315.158469389631,2.682264352211716,1.001289660713232,18.16967590845522,233.2063141029763,132.7749598546743,10.9,6.75,ORB
1990 N1,2448163.243648054500,1.092440860850179,.9953979037532509,180.9205851346244,330.737408706595,143.7834751310391,5.7,10.25,ORB
1991 A2,2448236.389052321241,1.434192080577088,.9906638424740422,337.6400991636339,115.522769006283,70.98028030443429,6.4,32.,ORB
1991 B1,2448621.690837965531,2.265069092256138,.9935757016990748,74.36878514213619,145.1301585656402,77.28794057014724,6.5,9.5,ORB
1991 C3,2448183.056225432389,4.777706013369888,1.002496025303641,320.9297268204805,161.7057958380559,113.4437623321004,7.1,10.,ORB
1991 F2,2448641.526196425041,1.517722704048847,1.000421100018706,271.1586496485621,11.83501952991097,95.45655929643364,9.1,5.5,ORB
1991 L3,2448445.697440846998,.982684342770944,.9288584031320765,41.47881846837238,329.4315971723207,19.19010771073673,8.9,14.5,ORB
1991 L4,2448672.443842044685,4.849874884445977,1.000178766384214,30.7944749223881,253.6507072216527,49.29251377736286,10.1,4.5,ORB
1991 Q1,2448745.953045390384,3.193966599922323,.9944886726982101,257.2329686918335,120.4628954674486,90.50620551156364,5.0,15.5,ORB
1991 R1,2448206.416940220441,6.981917662293495,.9998516694306198,149.1302095316425,150.1147100480936,104.5220918486352,4.4,11.,ORB
1991 T2,2448828.006610491946,.8362622879634103,.9998609384711999,145.2384533503213,49.04916387053873,113.4967463977567,7.8,10.75,ORB
1991 X2,2448702.700373033549,.1987967233397178,1.000201387727965,306.985362402392,288.783115284103,95.57437028926191,12.1,16.75,ORB
1991 Y1,2448653.491439467493,.6439693866566208,1.000056697563823,197.8725244864647,254.9082576555254,50.02822548115083,10.2,14.75,ORB
1992 A1,2448812.217082665449,3.016596631696579,1.004251691899349,239.8430910455528,288.9124043884495,39.2710796128736,12.2,4.5,ORB
1992 F1,2448735.191283067077,1.261503396385342,.9959770275487871,65.47565686925191,300.5083098731384,79.29242271015507,5.6,19.,ORB
1992 J1,2449236.041973160511,3.007011030180084,.9999734913795164,83.39944199005573,203.3241326250259,124.3187544758918,8.3,9.25,ORB
1992 N1,2448814.149681920342,.8193623671792718,1.004624882362232,162.3078535539666,235.1639902838394,57.56797243985144,9.7,10.,ORB
1992 Q2,2449061.609691652337,2.038458110298743,.9654182773859064,268.8527962613793,194.6671135242811,106.848256808327,6.0,15.,ORB
1992 U1,2449072.179562749248,2.313656020435573,.9994453252919108,54.8641532160828,55.29901976123931,65.9855927341999,9.2,11.25,ORB
1992 W1,2448928.118611409921,.6648264472393502,.9930126575513444,310.1707792848151,138.4041858816968,115.1378077458037,12.3,20.75,ORB
1993 A1,2449365.401472113340,1.937454603926041,1.001840877206201,130.6660656711199,144.7205386005745,124.878071290721,8.1,4.75,ORB
1993 F1,2448839.355199102506,5.901065744875744,1.005403138253239,62.03003601665119,77.51646819754367,53.94023541460478,6.4,9.5,ORB
1993 K1,2449385.558342931598,4.849378425317122,1.000113362577726,232.4601145555386,30.32873392172302,67.76684518056288,10.0,4.5,ORB
1993 Q1,2449437.777162862527,.967250878692655,1.000322420292731,261.0329608910372,193.7889843579675,105.0264998392923,9.8,4.5,ORB
1993 Y1,2449442.595911289875,.8676346411697747,.9935569221319066,353.4675579575653,166.3590730828903,51.58646888894948,12.3,10.,ORB
1994 E1,2449319.963274619412,1.751261378238345,.9683518110578635,98.92451674227813,5.175424622176501,145.1402995966359,11.0,12.5,ORB
1994 E2,2449499.959130971786,1.158819190008642,.997305281918325,57.49646312645542,166.5686079739317,131.2545672734788,14.3,8.75,ORB
1994 G1-A,2449495.034314641803,1.359270498355184,.9990759700524432,61.63254618177406,306.8314031342816,132.8727134762547,6.4,13.5,ORB
1994 J2,2449533.114314639381,1.947739738408806,.9962312696194041,192.1161608290362,51.1291920158724,135.9617914106797,9.5,4.5,ORB
1994 N1,2449546.439904358633,1.14013963293908,1.000004187674279,123.0719141970736,158.9122502322911,94.37802413721315,11.3,12.5,ORB
1994 T1,2449628.057157419533,1.845392222918178,.999494917340769,142.7842780778105,249.9436245123102,101.7376001412728,10.4,5.75,ORB
1995 O1,2450538.437848275592,.9174143409263262,.9949607008417696,130.662020526416,282.9487539423989,89.21708989130315,4.0,8.,ORB
1995 Q1,2449960.918504977734,.4363869767926454,.9980256711345538,331.1618097200952,178.0547286890203,147.3943011124616,9.6,16.5,ORB
1995 Q2,2449932.227355859572,1.889143209749869,.9664928819109674,314.0002790358004,300.7507828018295,168.0075125413942,9.7,22.,ORB
1995 Y1,2450137.787425135818,1.054617161325053,1.000269470509257,46.3487012171129,195.7614780561649,54.46607179238238,9.9,15.,ORB
1996 B1,2450120.414538789310,1.448787968066914,.990765429434025,151.2833224396429,345.441854951983,51.91892697435366,7.1,31.75,ORB
1996 B2,2450204.894144996451,.2302235310262354,.9998916470450123,130.1751209780967,188.045131992156,124.9220493922234,7.4,10.75,ORB
1996 E1,2450291.846897390718,1.358954134278129,1.000908588123794,81.10804171930072,149.8413922565162,114.4753782698956,12.5,8.75,ORB
1996 J1-A,2450447.876318284534,1.297705820957689,1.00102832817524,14.80107757473941,278.1694364468734,22.51637369847596,6.5,10.0,ORB
1996 J1-B,2450447.712678540647,1.2990844093779,1.00059350950148,14.85047016863194,278.1791508556548,22.5113875986251,9.,6.5,ORB
1996 N1,2450298.923834571011,.9258214082604733,1.000564203309467,43.96968510776176,234.9003620814501,52.14795009520106,11.9,16.5,ORB
1996 P2,2450143.829483216034,2.005853506743677,1.00008353549162,188.7995314390275,101.4034778917003,29.0831296309875,5.,12,ORB
1996 Q1,2450391.032277320230,.8398029304982347,.9986119400862491,57.41289219706957,31.3996264875077,73.35563244223592,11.0,10.25,ORB
1996 R1,2450324.239588845040,1.899198446453346,.98558370470141,139.4569085008034,149.745053172111,145.8144427603602,6.3,24.25,ORB
1996 R2,2450467.689902390664,2.60964242199692,.3099907820243109,334.0424860095179,40.24056119243135,2.605341982623154,6.9,20.5,ORB
1997 A1,2450619.103048617104,3.157173321926218,1.00212807702585,40.01605812453206,135.7666967185156,145.0716924869738,9.5,10,ORB
1997 B1,2450509.848904577908,2.054552042398801,.7607624904202547,183.3408991594617,329.0641036974671,12.34950573737732,15.6,4.5,ORB
1997 BA6,2451510.077197878147,3.43646286538527,.9988845729283896,285.9396076031921,317.6605224286029,72.71704941680038,4.3,10.75,ORB
